Dia/Sem;Dia;Local;Categoria;Dispositivo;Receita de produto;Receita de frete;Despesa de Frete;Qtd de pedidos;%Margem do produto;
Qui;09/fev;região I;A;2;474.904;2.684;13.196;681;16%;
Sex;10/fev;região I;A;2;514.613;2.745;13.141;639;18%;
Sáb;11/fev;região I;A;2;430.046;2.243;10.533;527;17%;
Dom;12/fev;região I;A;2;585.522;2.776;14.110;732;17%;
Seg;13/fev;região I;A;2;575.102;2.647;15.014;693;17%;
Ter;14/fev;região I;A;2;643.403;3.463;16.014;866;17%;
Qua;15/fev;região I;A;2;752.151;4.254;18.290;947;17%;
Qui;16/fev;região I;A;2;541.007;3.138;16.711;701;18%;
Sex;17/fev;região I;A;2;460.374;2.274;11.807;597;15%;
Sáb;18/fev;região I;A;2;333.069;1.908;9.268;458;15%;
Dom;19/fev;região I;A;2;423.794;2.831;10.882;601;13%;
Seg;20/fev;região I;A;2;570.192;3.231;13.957;693;18%;
Ter;21/fev;região I;A;2;515.762;2.636;12.650;693;17%;
Qua;22/fev;região I;A;2;724.524;1.438;18.077;882;16%;
Qui;23/fev;região I;A;2;689.160;955;16.737;905;13%;
Sex;24/fev;região I;A;2;753.091;1.151;19.527;839;14%;
Sáb;25/fev;região I;A;2;834.864;1.037;17.992;728;14%;
Dom;26/fev;região I;A;2;625.767;924;12.580;670;16%;
Seg;27/fev;região I;A;2;800.601;1.872;20.904;978;14%;
Ter;28/fev;região I;A;2;795.563;1.492;20.039;916;14%;
Qua;01/mar;região I;A;2;836.230;1.241;23.257;959;13%;
Qui;02/mar;região I;A;2;874.401;1.667;21.571;978;17%;
Sex;03/mar;região I;A;2;700.366;1.135;19.334;928;15%;
Sáb;04/mar;região I;A;2;706.777;1.084;18.613;801;15%;
Dom;05/mar;região I;A;2;658.054;1.295;18.121;843;17%;
Seg;06/mar;região I;A;2;637.069;1.151;19.459;855;17%;
Ter;07/mar;região I;A;2;926.105;1.815;25.448;1163;16%;
Qua;08/mar;região I;A;2;881.935;1.869;25.472;1132;15%;
Qui;09/mar;região I;A;2;881.155;1.050;23.579;1024;16%;
Sex;10/mar;região I;A;2;689.107;970;20.490;870;15%;
Sáb;11/mar;região I;A;2;759.140;837;20.985;878;15%;
Dom;12/mar;região I;A;2;678.272;904;20.251;851;16%;
Seg;13/mar;região I;A;2;963.401;1.483;30.278;1255;15%;
Qui;05/jan;Região II;A;2;56.773;461;1.391;81;16%;
Sex;06/jan;Região II;A;2;56.655;339;1.198;73;14%;
Sáb;07/jan;Região II;A;2;100.553;712;2.401;154;15%;
Dom;08/jan;Região II;A;2;60.221;643;1.519;89;13%;
Seg;09/jan;Região II;A;2;77.839;782;2.160;116;17%;
Ter;10/jan;Região II;A;2;82.742;672;1.828;123;13%;
Qua;11/jan;Região II;A;2;92.355;806;2.358;131;11%;
Qui;12/jan;Região II;A;2;43.595;318;1.163;65;17%;
Sex;13/jan;Região II;A;2;90.274;742;2.146;123;14%;
Sáb;14/jan;Região II;A;2;68.135;602;1.675;85;12%;
Dom;15/jan;Região II;A;2;78.673;584;2.365;116;14%;
Seg;16/jan;Região II;A;2;142.851;943;3.049;185;12%;
Ter;17/jan;Região II;A;2;153.074;1.014;2.665;189;13%;
Qua;18/jan;Região II;A;2;160.196;819;3.175;200;15%;
Qui;19/jan;Região II;A;2;137.444;1.032;3.058;166;13%;
Sex;20/jan;Região II;A;2;120.421;943;3.028;162;10%;
Sáb;21/jan;Região II;A;2;85.338;637;2.039;119;8%;
Dom;22/jan;Região II;A;2;191.648;1.579;3.963;250;8%;
Seg;23/jan;Região II;A;2;112.889;1.007;2.782;169;10%;
Ter;24/jan;Região II;A;2;128.708;799;2.408;158;12%;
Qua;25/jan;Região II;A;2;188.156;1.085;3.991;227;11%;
Qui;26/jan;Região II;A;2;157.668;1.435;3.965;250;6%;
Sex;27/jan;Região II;A;2;129.629;991;3.335;208;9%;
Sáb;28/jan;Região II;A;2;103.539;807;2.646;158;8%;
Dom;29/jan;Região II;A;2;131.580;907;3.040;216;11%;
Seg;30/jan;Região II;A;2;79.989;729;2.292;131;10%;
Ter;31/jan;Região II;A;2;117.206;856;2.797;173;6%;
Qua;01/fev;Região II;A;2;114.513;891;2.336;158;8%;
Qui;02/fev;Região II;A;2;115.693;757;2.694;158;7%;
Sex;03/fev;Região II;A;2;107.972;738;2.621;142;10%;
Sáb;04/fev;Região II;A;2;102.540;933;2.246;154;12%;
Dom;05/fev;Região II;A;2;81.278;901;2.179;146;9%;
Seg;06/fev;Região II;A;2;137.658;1.059;3.442;223;9%;
Ter;07/fev;Região II;A;2;146.958;873;3.157;204;15%;
Qua;08/fev;Região II;A;2;99.795;822;2.300;142;11%;
Qui;09/fev;Região II;A;2;86.190;624;2.325;142;12%;
Sex;10/fev;Região II;A;2;105.479;866;1.999;142;12%;
Sáb;11/fev;Região II;A;2;93.224;624;2.124;142;14%;
Dom;12/fev;Região II;A;2;105.698;637;2.266;146;15%;
Seg;13/fev;Região II;A;2;94.706;692;2.055;135;16%;
Ter;14/fev;Região II;A;2;109.103;946;2.694;193;12%;
Qua;15/fev;Região II;A;2;166.039;1.113;3.866;216;13%;
Qui;16/fev;Região II;A;2;104.194;820;2.548;158;14%;
Sex;17/fev;Região II;A;2;97.159;564;2.020;135;14%;
Sáb;18/fev;Região II;A;2;86.582;611;1.958;119;8%;
Dom;19/fev;Região II;A;2;132.879;738;2.448;166;8%;
Seg;20/fev;Região II;A;2;87.295;601;2.018;119;14%;
Ter;21/fev;Região II;A;2;102.199;444;2.450;158;10%;
Qua;22/fev;Região II;A;2;120.140;37;2.772;189;12%;
Qui;23/fev;Região II;A;2;140.754;271;3.417;227;8%;
Sex;24/fev;Região II;A;2;148.507;227;2.981;177;14%;
Sáb;25/fev;Região II;A;2;156.632;197;2.761;146;12%;
Dom;26/fev;Região II;A;2;175.467;257;3.110;169;12%;
Seg;27/fev;Região II;A;2;163.607;191;3.742;235;12%;
Ter;28/fev;Região II;A;2;187.893;569;3.970;239;11%;
Qua;01/mar;Região II;A;2;171.298;401;3.418;208;13%;
Qui;02/mar;Região II;A;2;242.697;240;5.307;343;14%;
Sex;03/mar;Região II;A;2;183.219;299;4.261;262;12%;
Sáb;04/mar;Região II;A;2;146.357;340;3.424;208;14%;
Dom;05/mar;Região II;A;2;191.957;293;4.388;285;14%;
Seg;06/mar;Região II;A;2;155.835;118;3.494;239;13%;
Ter;07/mar;Região II;A;2;211.046;356;4.422;293;13%;
Qua;08/mar;Região II;A;2;236.386;483;5.017;335;12%;
Qui;09/mar;Região II;A;2;243.430;384;5.623;347;12%;
Sex;10/mar;Região II;A;2;211.714;307;4.547;273;14%;
Sáb;11/mar;Região II;A;2;182.994;189;4.017;250;13%;
Dom;12/mar;Região II;A;2;180.327;564;4.030;239;13%;
Seg;13/mar;Região II;A;2;198.493;51;4.616;281;13%;
Qui;05/jan;Região III;A;2;172.864;2.452;7.938;266;14%;
Sex;06/jan;Região III;A;2;234.743;2.969;10.115;370;11%;
Sáb;07/jan;Região III;A;2;152.637;1.933;6.655;243;13%;
Dom;08/jan;Região III;A;2;228.357;3.745;10.647;408;11%;
Seg;09/jan;Região III;A;2;195.812;2.532;9.797;331;13%;
Ter;10/jan;Região III;A;2;260.448;3.314;12.509;408;12%;
Qua;11/jan;Região III;A;2;222.730;3.033;11.092;373;10%;
Qui;12/jan;Região III;A;2;244.220;3.308;10.994;370;13%;
Sex;13/jan;Região III;A;2;206.053;3.008;9.412;339;14%;
Sáb;14/jan;Região III;A;2;177.395;2.196;8.053;250;15%;
Dom;15/jan;Região III;A;2;240.910;3.598;12.313;400;11%;
Seg;16/jan;Região III;A;2;301.358;4.343;13.756;493;10%;
Ter;17/jan;Região III;A;2;337.070;4.201;13.963;481;10%;
Qua;18/jan;Região III;A;2;245.177;3.501;11.850;373;8%;
Qui;19/jan;Região III;A;2;337.642;4.494;14.891;512;10%;
Sex;20/jan;Região III;A;2;291.122;3.698;12.094;416;9%;
Sáb;21/jan;Região III;A;2;216.116;2.650;8.696;308;6%;
Dom;22/jan;Região III;A;2;183.795;2.618;7.968;270;6%;
Seg;23/jan;Região III;A;2;277.737;4.063;12.664;435;5%;
Ter;24/jan;Região III;A;2;310.371;4.414;13.767;466;7%;
Qua;25/jan;Região III;A;2;270.412;3.689;12.551;412;9%;
Qui;26/jan;Região III;A;2;250.514;3.690;11.449;424;6%;
Sex;27/jan;Região III;A;2;274.428;4.285;12.794;458;6%;
Sáb;28/jan;Região III;A;2;261.921;3.504;11.255;404;4%;
Dom;29/jan;Região III;A;2;248.352;3.944;11.132;470;2%;
Seg;30/jan;Região III;A;2;289.433;4.156;13.986;485;3%;
Ter;31/jan;Região III;A;2;350.497;4.944;16.039;535;6%;
Qua;01/fev;Região III;A;2;315.818;4.523;14.483;493;7%;
Qui;02/fev;Região III;A;2;334.056;4.388;14.666;535;7%;
Sex;03/fev;Região III;A;2;331.724;4.609;16.511;543;6%;
Sáb;04/fev;Região III;A;2;235.662;3.896;12.055;427;9%;
Dom;05/fev;Região III;A;2;173.859;2.837;9.329;312;10%;
Seg;06/fev;Região III;A;2;262.240;4.043;14.109;458;9%;
Ter;07/fev;Região III;A;2;257.185;4.074;13.449;424;9%;
Qua;08/fev;Região III;A;2;224.559;3.763;10.836;385;10%;
Qui;09/fev;Região III;A;2;270.302;4.151;12.290;462;10%;
Sex;10/fev;Região III;A;2;244.719;3.579;12.180;400;12%;
Sáb;11/fev;Região III;A;2;221.637;3.394;10.626;358;11%;
Dom;12/fev;Região III;A;2;190.452;2.999;8.852;304;11%;
Seg;13/fev;Região III;A;2;278.479;4.439;12.809;454;11%;
Ter;14/fev;Região III;A;2;334.294;5.719;16.354;578;11%;
Qua;15/fev;Região III;A;2;323.855;4.770;15.503;527;11%;
Qui;16/fev;Região III;A;2;264.887;3.584;11.732;416;13%;
Sex;17/fev;Região III;A;2;206.979;3.403;9.507;331;11%;
Sáb;18/fev;Região III;A;2;181.643;2.657;8.147;273;9%;
Dom;19/fev;Região III;A;2;210.065;3.386;9.897;323;8%;
Seg;20/fev;Região III;A;2;209.542;3.428;10.053;339;13%;
Ter;21/fev;Região III;A;2;295.670;2.872;14.380;493;11%;
Qua;22/fev;Região III;A;2;439.540;1.139;21.432;751;10%;
Qui;23/fev;Região III;A;2;508.471;839;22.798;820;8%;
Sex;24/fev;Região III;A;2;485.447;978;22.133;708;10%;
Sáb;25/fev;Região III;A;2;579.588;950;18.074;604;11%;
Dom;26/fev;Região III;A;2;501.989;621;18.518;620;13%;
Seg;27/fev;Região III;A;2;498.341;703;20.641;720;12%;
Ter;28/fev;Região III;A;2;457.221;574;20.154;662;11%;
Qua;01/mar;Região III;A;2;562.267;476;22.400;778;11%;
Qui;02/mar;Região III;A;2;501.562;823;22.723;770;11%;
Sex;03/mar;Região III;A;2;661.560;435;27.744;951;12%;
Sáb;04/mar;Região III;A;2;501.055;745;20.960;751;12%;
Dom;05/mar;Região III;A;2;528.962;261;21.709;770;13%;
Seg;06/mar;Região III;A;2;453.715;384;20.550;766;11%;
Ter;07/mar;Região III;A;2;728.729;1.179;31.929;1147;12%;
Qua;08/mar;Região III;A;2;603.718;773;27.455;1005;12%;
Qui;09/mar;Região III;A;2;714.946;1.319;30.750;1086;12%;
Sex;10/mar;Região III;A;2;592.469;995;26.325;932;12%;
Sáb;11/mar;Região III;A;2;497.298;836;19.674;708;12%;
Dom;12/mar;Região III;A;2;382.692;373;17.842;678;11%;
Seg;13/mar;Região III;A;2;579.746;1.281;27.434;959;11%;
Qui;05/jan;Região IV;A;2;56.609;579;2.018;85;14%;
Sex;06/jan;Região IV;A;2;49.359;678;2.065;85;17%;
Sáb;07/jan;Região IV;A;2;59.370;622;2.177;92;16%;
Dom;08/jan;Região IV;A;2;40.271;411;1.190;46;15%;
Seg;09/jan;Região IV;A;2;54.544;464;2.062;69;17%;
Ter;10/jan;Região IV;A;2;56.027;400;1.579;54;20%;
Qua;11/jan;Região IV;A;2;50.010;445;1.295;62;16%;
Qui;12/jan;Região IV;A;2;42.974;727;2.326;73;12%;
Sex;13/jan;Região IV;A;2;52.865;793;2.091;77;8%;
Sáb;14/jan;Região IV;A;2;25.548;362;1.054;42;12%;
Dom;15/jan;Região IV;A;2;46.276;650;1.881;73;14%;
Seg;16/jan;Região IV;A;2;64.473;734;2.205;85;13%;
Ter;17/jan;Região IV;A;2;75.906;1.066;2.965;108;18%;
Qua;18/jan;Região IV;A;2;108.323;1.164;3.703;135;12%;
Qui;19/jan;Região IV;A;2;123.939;1.224;3.423;135;15%;
Sex;20/jan;Região IV;A;2;80.387;828;2.807;100;12%;
Sáb;21/jan;Região IV;A;2;54.153;660;1.887;73;6%;
Dom;22/jan;Região IV;A;2;58.879;783;1.992;73;12%;
Seg;23/jan;Região IV;A;2;59.630;929;2.179;96;14%;
Ter;24/jan;Região IV;A;2;97.007;1.195;3.441;135;12%;
Qua;25/jan;Região IV;A;2;41.677;658;1.628;62;8%;
Qui;26/jan;Região IV;A;2;73.616;890;2.600;112;9%;
Sex;27/jan;Região IV;A;2;52.988;750;1.837;85;4%;
Sáb;28/jan;Região IV;A;2;45.819;524;1.601;58;12%;
Dom;29/jan;Região IV;A;2;48.111;714;2.091;85;9%;
Seg;30/jan;Região IV;A;2;51.929;617;1.665;62;12%;
Ter;31/jan;Região IV;A;2;91.472;1.395;3.089;119;4%;
Qua;01/fev;Região IV;A;2;51.098;860;1.842;85;6%;
Qui;02/fev;Região IV;A;2;101.759;1.129;3.803;139;6%;
Sex;03/fev;Região IV;A;2;52.997;782;1.804;81;9%;
Sáb;04/fev;Região IV;A;2;49.815;863;1.723;73;9%;
Dom;05/fev;Região IV;A;2;56.047;781;2.062;81;11%;
Seg;06/fev;Região IV;A;2;87.224;1.512;3.254;127;12%;
Ter;07/fev;Região IV;A;2;52.499;767;1.918;81;13%;
Qua;08/fev;Região IV;A;2;62.648;753;1.924;85;10%;
Qui;09/fev;Região IV;A;2;41.322;489;1.619;50;12%;
Sex;10/fev;Região IV;A;2;64.885;789;1.770;73;16%;
Sáb;11/fev;Região IV;A;2;71.920;808;2.486;81;17%;
Dom;12/fev;Região IV;A;2;62.806;762;2.166;85;13%;
Seg;13/fev;Região IV;A;2;58.406;896;2.230;89;11%;
Ter;14/fev;Região IV;A;2;67.493;796;2.287;77;15%;
Qua;15/fev;Região IV;A;2;74.902;1.395;2.888;123;14%;
Qui;16/fev;Região IV;A;2;60.495;709;1.790;73;15%;
Sex;17/fev;Região IV;A;2;61.669;732;2.050;65;14%;
Sáb;18/fev;Região IV;A;2;22.170;315;924;35;9%;
Dom;19/fev;Região IV;A;2;61.548;581;1.525;62;13%;
Seg;20/fev;Região IV;A;2;39.248;583;1.559;54;15%;
Ter;21/fev;Região IV;A;2;63.713;474;2.287;81;16%;
Qua;22/fev;Região IV;A;2;105.911;467;3.366;135;13%;
Qui;23/fev;Região IV;A;2;137.039;114;4.545;193;14%;
Sex;24/fev;Região IV;A;2;111.492;287;3.449;146;10%;
Sáb;25/fev;Região IV;A;2;99.588;0;2.123;81;14%;
Dom;26/fev;Região IV;A;2;118.843;305;2.197;85;17%;
Seg;27/fev;Região IV;A;2;88.783;302;2.673;119;14%;
Ter;28/fev;Região IV;A;2;96.990;234;2.850;112;15%;
Qua;01/mar;Região IV;A;2;154.460;128;4.617;185;12%;
Qui;02/mar;Região IV;A;2;99.424;272;3.346;127;16%;
Sex;03/mar;Região IV;A;2;133.951;228;4.077;162;15%;
Sáb;04/mar;Região IV;A;2;88.545;64;2.859;119;15%;
Dom;05/mar;Região IV;A;2;88.967;92;3.197;135;14%;
Seg;06/mar;Região IV;A;2;99.669;206;3.535;139;16%;
Ter;07/mar;Região IV;A;2;122.693;172;4.400;162;15%;
Qua;08/mar;Região IV;A;2;125.661;0;3.897;166;15%;
Qui;09/mar;Região IV;A;2;162.165;346;4.976;196;14%;
Sex;10/mar;Região IV;A;2;126.814;146;3.882;158;14%;
Sáb;11/mar;Região IV;A;2;141.085;307;3.962;158;14%;
Dom;12/mar;Região IV;A;2;64.443;171;2.242;85;15%;
Seg;13/mar;Região IV;A;2;81.388;121;3.211;127;15%;
Qui;05/jan;Região V;A;2;42.504;792;1.414;46;14%;
Sex;06/jan;Região V;A;2;43.604;1.209;2.141;69;14%;
Sáb;07/jan;Região V;A;2;66.265;1.371;2.824;89;18%;
Dom;08/jan;Região V;A;2;22.659;762;1.449;39;10%;
Seg;09/jan;Região V;A;2;51.562;1.091;2.607;62;12%;
Ter;10/jan;Região V;A;2;37.735;1.047;2.388;58;12%;
Qua;11/jan;Região V;A;2;66.213;1.486;3.517;92;9%;
Qui;12/jan;Região V;A;2;51.831;1.189;1.993;65;17%;
Sex;13/jan;Região V;A;2;37.265;1.136;1.780;69;15%;
Sáb;14/jan;Região V;A;2;37.684;1.140;2.273;58;14%;
Dom;15/jan;Região V;A;2;34.861;873;2.315;58;15%;
Seg;16/jan;Região V;A;2;43.896;1.110;2.299;62;10%;
Ter;17/jan;Região V;A;2;52.202;1.323;2.330;77;11%;
Qua;18/jan;Região V;A;2;48.960;1.219;2.493;73;17%;
Qui;19/jan;Região V;A;2;39.869;845;1.844;46;10%;
Sex;20/jan;Região V;A;2;37.772;1.019;2.756;62;8%;
Sáb;21/jan;Região V;A;2;50.070;1.287;2.348;73;4%;
Dom;22/jan;Região V;A;2;34.082;977;2.012;58;15%;
Seg;23/jan;Região V;A;2;48.872;1.465;2.733;85;8%;
Ter;24/jan;Região V;A;2;51.122;1.377;2.486;85;7%;
Qua;25/jan;Região V;A;2;35.002;1.191;2.267;62;1%;
Qui;26/jan;Região V;A;2;43.302;1.174;2.332;69;9%;
Sex;27/jan;Região V;A;2;75.589;1.605;3.609;100;10%;
Sáb;28/jan;Região V;A;2;32.817;967;1.616;54;8%;
Dom;29/jan;Região V;A;2;37.561;903;2.091;62;-1%;
Seg;30/jan;Região V;A;2;70.476;1.346;2.687;81;13%;
Ter;31/jan;Região V;A;2;71.789;1.960;4.193;116;8%;
Qua;01/fev;Região V;A;2;51.149;1.307;2.949;73;5%;
Qui;02/fev;Região V;A;2;57.819;1.358;3.107;81;9%;
Sex;03/fev;Região V;A;2;63.977;1.470;3.473;89;7%;
Sáb;04/fev;Região V;A;2;25.724;897;1.510;46;9%;
Dom;05/fev;Região V;A;2;62.516;1.605;2.855;100;12%;
Seg;06/fev;Região V;A;2;55.258;1.345;2.945;85;12%;
Ter;07/fev;Região V;A;2;55.490;1.847;3.693;96;13%;
Qua;08/fev;Região V;A;2;60.377;1.532;2.373;85;13%;
Qui;09/fev;Região V;A;2;63.073;1.524;2.729;81;16%;
Sex;10/fev;Região V;A;2;52.557;1.009;2.293;58;18%;
Sáb;11/fev;Região V;A;2;58.658;1.427;2.348;69;11%;
Dom;12/fev;Região V;A;2;66.851;1.810;3.289;96;16%;
Seg;13/fev;Região V;A;2;53.821;1.612;2.637;108;14%;
Ter;14/fev;Região V;A;2;35.127;1.302;2.425;65;13%;
Qua;15/fev;Região V;A;2;47.047;1.651;2.692;73;14%;
Qui;16/fev;Região V;A;2;69.308;1.378;2.709;73;18%;
Sex;17/fev;Região V;A;2;34.628;982;1.650;42;19%;
Sáb;18/fev;Região V;A;2;40.904;1.021;1.980;58;10%;
Dom;19/fev;Região V;A;2;27.354;1.014;1.506;46;12%;
Seg;20/fev;Região V;A;2;37.587;1.036;2.240;62;15%;
Ter;21/fev;Região V;A;2;28.294;553;1.593;42;14%;
Qua;22/fev;Região V;A;2;121.664;367;5.940;189;15%;
Qui;23/fev;Região V;A;2;56.670;135;3.139;108;10%;
Sex;24/fev;Região V;A;2;112.940;366;4.562;150;11%;
Sáb;25/fev;Região V;A;2;100.808;64;3.846;119;12%;
Dom;26/fev;Região V;A;2;77.539;325;3.728;108;16%;
Seg;27/fev;Região V;A;2;111.357;434;5.366;150;16%;
Ter;28/fev;Região V;A;2;93.900;122;4.996;162;15%;
Qua;01/mar;Região V;A;2;129.970;122;6.085;162;12%;
Qui;02/mar;Região V;A;2;124.636;443;5.806;169;15%;
Sex;03/mar;Região V;A;2;153.195;322;7.399;208;14%;
Sáb;04/mar;Região V;A;2;119.337;598;6.211;169;14%;
Dom;05/mar;Região V;A;2;79.433;0;3.289;123;14%;
Seg;06/mar;Região V;A;2;122.670;259;5.752;204;12%;
Ter;07/mar;Região V;A;2;156.354;563;7.711;231;14%;
Qua;08/mar;Região V;A;2;154.821;494;7.660;250;12%;
Qui;09/mar;Região V;A;2;138.464;371;6.733;219;13%;
Sex;10/mar;Região V;A;2;190.672;770;8.431;254;14%;
Sáb;11/mar;Região V;A;2;122.988;63;5.378;154;13%;
Dom;12/mar;Região V;A;2;108.101;518;4.526;131;16%;
Seg;13/mar;Região V;A;2;175.692;262;8.780;281;14%;
Qui;05/jan;região I;A;3;1.670.266;13.953;49.871;2341;16%;
Sex;06/jan;região I;A;3;1.576.794;11.658;47.003;2237;17%;
Sáb;07/jan;região I;A;3;1.717.177;12.867;48.367;2433;17%;
Dom;08/jan;região I;A;3;1.919.284;15.122;54.467;2691;15%;
Seg;09/jan;região I;A;3;1.794.528;15.174;50.831;2580;16%;
Ter;10/jan;região I;A;3;1.873.002;14.976;48.548;2433;17%;
Qua;11/jan;região I;A;3;1.768.157;14.366;49.736;2460;17%;
Qui;12/jan;região I;A;3;1.888.776;14.177;53.954;2668;16%;
Sex;13/jan;região I;A;3;1.628.808;11.480;44.327;2283;16%;
Sáb;14/jan;região I;A;3;1.746.471;12.831;54.106;2483;16%;
Dom;15/jan;região I;A;3;2.468.705;16.595;77.217;3611;16%;
Seg;16/jan;região I;A;3;1.860.354;13.964;54.623;2730;16%;
Ter;17/jan;região I;A;3;1.780.033;13.360;50.842;2503;17%;
Qua;18/jan;região I;A;3;1.370.979;9.328;39.994;1971;17%;
Qui;19/jan;região I;A;3;1.713.061;11.338;52.380;2402;16%;
Sex;20/jan;região I;A;3;1.756.404;12.076;51.321;2460;14%;
Sáb;21/jan;região I;A;3;1.671.645;10.448;48.069;2137;12%;
Dom;22/jan;região I;A;3;1.678.475;10.205;48.431;2279;14%;
Seg;23/jan;região I;A;3;1.743.370;12.510;48.905;2360;14%;
Ter;24/jan;região I;A;3;1.981.500;13.985;59.744;2930;13%;
Qua;25/jan;região I;A;3;2.088.237;12.740;60.861;2991;14%;
Qui;26/jan;região I;A;3;1.775.205;11.734;54.491;2580;13%;
Sex;27/jan;região I;A;3;1.879.511;9.611;54.348;2410;13%;
Sáb;28/jan;região I;A;3;1.479.874;9.122;41.783;2110;12%;
Dom;29/jan;região I;A;3;1.698.975;9.714;47.836;2537;12%;
Seg;30/jan;região I;A;3;1.771.406;11.990;55.577;2614;12%;
Ter;31/jan;região I;A;3;2.083.818;13.390;58.872;2918;11%;
Qua;01/fev;região I;A;3;1.972.193;12.197;56.425;2811;11%;
Qui;02/fev;região I;A;3;1.932.287;12.456;53.963;2657;11%;
Sex;03/fev;região I;A;3;1.490.446;9.644;44.650;2137;11%;
Sáb;04/fev;região I;A;3;1.496.819;9.074;43.694;2106;16%;
Dom;05/fev;região I;A;3;1.563.633;10.941;44.226;2345;14%;
Seg;06/fev;região I;A;3;1.997.091;12.132;60.433;3045;15%;
Ter;07/fev;região I;A;3;1.663.915;10.814;47.550;2510;14%;
Qua;08/fev;região I;A;3;1.289.338;8.468;46.640;1929;15%;
Qui;09/fev;região I;A;3;1.425.501;8.125;40.072;2091;16%;
Sex;10/fev;região I;A;3;1.303.442;7.523;36.124;1902;17%;
Sáb;11/fev;região I;A;3;1.606.965;8.751;41.142;2029;18%;
Dom;12/fev;região I;A;3;1.742.863;9.748;45.766;2275;17%;
Seg;13/fev;região I;A;3;1.966.449;11.727;50.285;2576;17%;
Ter;14/fev;região I;A;3;2.053.298;12.271;59.197;2891;17%;
Qua;15/fev;região I;A;3;2.239.117;13.646;59.614;3038;17%;
Qui;16/fev;região I;A;3;1.357.516;7.907;38.149;1883;17%;
Sex;17/fev;região I;A;3;1.321.430;7.816;33.261;1740;17%;
Sáb;18/fev;região I;A;3;1.290.585;9.153;35.322;1725;18%;
Dom;19/fev;região I;A;3;1.602.412;10.047;41.520;2064;18%;
Seg;20/fev;região I;A;3;1.683.074;11.155;44.787;2248;17%;
Ter;21/fev;região I;A;3;2.082.263;13.062;54.997;2591;17%;
Qua;22/fev;região I;A;3;1.910.053;11.840;49.748;2526;16%;
Qui;23/fev;região I;A;3;1.753.595;11.628;47.392;2283;16%;
Sex;24/fev;região I;A;3;1.405.502;7.401;43.089;1659;16%;
Sáb;25/fev;região I;A;3;1.369.950;6.548;33.855;1351;16%;
Dom;26/fev;região I;A;3;1.301.048;7.516;31.715;1371;16%;
Seg;27/fev;região I;A;3;1.574.243;9.416;39.040;1790;17%;
Ter;28/fev;região I;A;3;1.278.173;8.447;36.245;1594;17%;
Qua;01/mar;região I;A;3;1.512.670;8.345;41.679;1636;17%;
Qui;02/mar;região I;A;3;1.603.975;10.320;49.976;2017;16%;
Sex;03/mar;região I;A;3;1.604.379;10.127;46.115;2010;16%;
Sáb;04/mar;região I;A;3;1.656.738;9.387;49.527;1902;16%;
Dom;05/mar;região I;A;3;1.531.878;10.781;47.443;2052;16%;
Seg;06/mar;região I;A;3;1.701.126;11.969;55.965;2322;16%;
Ter;07/mar;região I;A;3;1.642.824;11.928;50.112;2241;17%;
Qua;08/mar;região I;A;3;1.725.599;11.657;55.869;2402;15%;
Qui;09/mar;região I;A;3;1.988.680;13.286;59.616;2533;16%;
Sex;10/mar;região I;A;3;1.337.275;9.055;42.507;1786;16%;
Sáb;11/mar;região I;A;3;1.605.849;9.495;46.968;1925;16%;
Dom;12/mar;região I;A;3;1.558.349;10.304;44.976;2064;16%;
Seg;13/mar;região I;A;3;1.701.028;12.084;52.000;2429;15%;
Qui;05/jan;Região II;A;3;297.371;2.577;7.180;466;15%;
Sex;06/jan;Região II;A;3;266.432;2.271;6.273;404;14%;
Sáb;07/jan;Região II;A;3;321.175;2.893;7.439;466;11%;
Dom;08/jan;Região II;A;3;427.118;3.793;10.775;674;11%;
Seg;09/jan;Região II;A;3;330.923;3.037;7.969;512;12%;
Ter;10/jan;Região II;A;3;328.192;2.671;7.146;447;15%;
Qua;11/jan;Região II;A;3;308.221;2.861;8.012;489;12%;
Qui;12/jan;Região II;A;3;266.363;2.196;6.378;416;12%;
Sex;13/jan;Região II;A;3;208.061;2.049;5.194;327;12%;
Sáb;14/jan;Região II;A;3;298.904;2.574;7.208;474;14%;
Dom;15/jan;Região II;A;3;371.549;3.005;8.655;578;13%;
Seg;16/jan;Região II;A;3;318.584;2.686;7.274;489;13%;
Ter;17/jan;Região II;A;3;258.147;2.454;5.962;400;13%;
Qua;18/jan;Região II;A;3;221.235;1.904;5.438;335;12%;
Qui;19/jan;Região II;A;3;280.173;2.277;7.084;420;13%;
Sex;20/jan;Região II;A;3;358.834;3.138;8.314;516;11%;
Sáb;21/jan;Região II;A;3;268.021;2.251;6.174;385;9%;
Dom;22/jan;Região II;A;3;361.829;3.107;8.452;520;11%;
Seg;23/jan;Região II;A;3;281.317;2.173;6.412;400;14%;
Ter;24/jan;Região II;A;3;347.829;2.840;8.121;535;11%;
Qua;25/jan;Região II;A;3;326.670;2.582;7.561;520;11%;
Qui;26/jan;Região II;A;3;298.736;2.531;7.167;466;8%;
Sex;27/jan;Região II;A;3;326.902;3.003;7.425;497;9%;
Sáb;28/jan;Região II;A;3;275.883;2.133;6.535;420;7%;
Dom;29/jan;Região II;A;3;338.577;2.782;8.710;558;9%;
Seg;30/jan;Região II;A;3;288.335;2.590;7.650;458;8%;
Ter;31/jan;Região II;A;3;338.532;2.277;7.399;501;8%;
Qua;01/fev;Região II;A;3;330.319;2.884;8.266;543;8%;
